price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,product_color,product_variation_inventory,shipping_option_price,countries_shipped_to,has_urgency_banner,merchant_rating_count,merchant_rating
7.0,5000,0,4.02,556,308.0,90.0,69.0,39.0,50.0,0,0,0,0,multicolor,50,2,42,0.0,35262,3.939481594918042
6.0,10000,1,4.29,1741,1074.0,324.0,191.0,73.0,79.0,1,0,1,0,black,50,2,32,0.0,28159,4.183387194147519
7.0,10000,0,3.71,1792,802.0,331.0,255.0,146.0,258.0,0,0,0,0,red,50,2,45,0.0,1702,3.907168037602821
9.0,1000,1,3.7,162,70.0,32.0,26.0,10.0,24.0,0,0,0,0,red,50,3,36,0.0,3373,3.9647198339756895
8.0,50,0,5.0,2,2.0,0.0,0.0,0.0,0.0,0,0,0,0,yellow,5,2,23,0.0,127,3.874015748031496
11.0,100,1,3.61,18,6.0,5.0,4.0,0.0,3.0,0,0,0,0,gray,5,2,27,0.0,435,3.855172413793104
8.0,100000,1,3.76,11062,4663.0,2418.0,1868.0,842.0,1271.0,0,0,0,0,green,10,2,38,0.0,108048,4.052504442470013
18.0,10000,0,4.17,3229,1834.0,691.0,340.0,140.0,224.0,0,0,0,0,leopard,18,5,39,0.0,3309,4.250528860682985
4.83,50,1,2.0,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,white,3,1,39,1.0,57,3.824561403508772
8.0,100,1,4.57,7,5.0,1.0,1.0,0.0,0.0,0,0,0,0,multicolor,2,3,37,0.0,610,3.814754098360656
5.85,1000,1,3.16,602,186.0,104.0,97.0,52.0,163.0,0,0,0,0,blue,9,2,38,1.0,25631,3.8947368421052633
11.0,100,1,3.96,25,17.0,0.0,2.0,2.0,4.0,2,1,1,0,red,50,2,27,1.0,794,4.277078085642318
9.0,100,1,4.44,18,13.0,3.0,0.0,1.0,1.0,0,0,0,0,black,50,3,39,0.0,1385,4.124909747292419
15.0,1000,0,3.91,646,334.0,106.0,94.0,41.0,71.0,1,1,0,0,yellow,22,4,40,0.0,29044,4.16027406693293
5.0,1000,0,4.06,197,109.0,37.0,25.0,6.0,20.0,0,0,0,0,white,50,2,39,0.0,2610,4.15823754789272
8.0,100,1,3.52,23,9.0,3.0,4.0,5.0,2.0,0,0,0,0,pink,17,3,41,1.0,139223,3.933581376640354
5.69,5000,0,4.26,798,469.0,174.0,88.0,30.0,37.0,1,0,1,0,black,50,1,51,1.0,2199,4.236471123237836
6.0,100,0,4.0,8,5.0,0.0,1.0,2.0,0.0,0,0,0,0,multicolor,5,2,23,1.0,127,3.874015748031496
8.0,5000,1,4.03,579,295.0,119.0,87.0,42.0,36.0,0,0,0,0,black,50,2,41,1.0,23832,4.020434709634105
6.0,5000,1,4.1,939,496.0,209.0,124.0,49.0,61.0,0,0,0,0,white,47,2,41,0.0,9926,3.9492242595204514
11.0,100,0,3.77,48,22.0,8.0,9.0,3.0,6.0,0,0,0,0,red,4,2,37,0.0,104269,4.253287170683521
1.72,100,1,4.0,6,3.0,1.0,1.0,1.0,0.0,0,0,0,0,red,5,1,27,0.0,1338,4.097159940209267
5.78,10000,0,3.84,1426,659.0,287.0,219.0,112.0,149.0,0,0,0,0,white,50,2,37,0.0,3549,3.9822485207100593
11.0,5000,0,4.23,1109,658.0,217.0,131.0,33.0,70.0,0,0,0,0,black,50,2,48,1.0,5781,4.274865940148763
12.0,1000,0,3.67,646,261.0,140.0,109.0,43.0,93.0,0,0,0,0,white,50,3,24,0.0,870,3.891954022988506
8.0,1000,0,3.5,409,158.0,67.0,74.0,41.0,69.0,0,0,0,0,orange,50,3,41,0.0,8433,3.8759634768172657
1.89,100,0,3.46,39,16.0,8.0,2.0,4.0,9.0,0,0,0,0,black,1,1,33,0.0,540,4.105555555555555
12.0,1000,0,4.21,103,60.0,20.0,13.0,5.0,5.0,0,0,0,0,white,50,3,43,0.0,20478,3.9103428069147377
6.0,10000,1,3.6,569,243.0,90.0,88.0,59.0,89.0,0,0,0,0,pink,2,2,20,1.0,7314,3.938200710965272
4.0,5000,1,4.28,1754,1064.0,353.0,184.0,65.0,88.0,1,0,1,0,blue,4,1,18,0.0,15538,4.156197708842837
7.0,100,0,2.75,8,3.0,0.0,1.0,0.0,4.0,0,0,0,0,blue,29,2,43,0.0,41623,3.9174494870624414
8.0,100,0,3.9,21,9.0,7.0,2.0,0.0,3.0,0,0,0,0,purple,50,3,21,0.0,6126,4.3183153770812925
5.0,100,0,4.5,6,4.0,1.0,1.0,0.0,0.0,0,0,0,0,pink,50,2,45,0.0,10600,3.8675471698113206
5.84,10000,0,3.45,1312,491.0,217.0,228.0,145.0,231.0,0,0,0,0,gray,43,1,48,0.0,32168,3.884543645859239
8.0,10000,0,3.99,2753,1428.0,522.0,385.0,171.0,247.0,0,0,0,0,gray,50,3,44,0.0,33148,3.97562447206468
19.0,5000,0,4.09,1561,897.0,289.0,149.0,74.0,152.0,0,0,0,0,blue,1,6,40,1.0,9116,4.092913558578323
11.0,100,1,3.54,13,5.0,3.0,1.0,2.0,2.0,0,0,0,0,black,50,2,42,0.0,885,4.15593220338983
3.85,50,0,3.33,3,1.0,1.0,0.0,0.0,1.0,0,0,0,0,purple,7,1,25,0.0,7676,4.039473684210527
9.0,1000,1,4.01,135,69.0,25.0,23.0,10.0,8.0,0,0,0,0,purple,50,3,25,0.0,6632,3.7487937273823886
8.0,7,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,orange,5,3,38,0.0,108048,4.052504442470013
11.0,1000,0,4.0,221,103.0,59.0,33.0,7.0,19.0,0,0,0,0,white,6,3,36,1.0,73119,4.004267016780864
6.0,20000,1,3.85,1124,572.0,183.0,153.0,62.0,154.0,0,0,0,0,red,50,2,40,1.0,15076,4.084969487927832
5.0,100000,0,3.98,13789,6862.0,2836.0,2131.0,901.0,1059.0,0,0,0,0,orange,50,1,41,0.0,366898,4.036080872613097
16.0,100,1,4.05,82,43.0,18.0,11.0,2.0,8.0,0,0,0,0,white,50,5,36,1.0,514,4.217898832684825
13.0,100,0,3.91,11,7.0,1.0,0.0,1.0,2.0,0,0,0,0,yellow,50,3,28,0.0,38,3.473684210526316
9.0,100,1,3.14,28,8.0,6.0,3.0,4.0,7.0,0,0,0,0,blue,50,3,40,1.0,1472,3.5346467391304346
7.0,100,1,3.64,11,4.0,4.0,0.0,1.0,2.0,0,0,0,0,pink,50,2,104,0.0,855,4.264327485380117
6.0,20000,0,3.96,4082,2138.0,667.0,637.0,255.0,385.0,0,0,0,0,white,50,2,40,0.0,45964,3.998651118266469
8.0,10000,1,3.71,903,378.0,190.0,143.0,80.0,112.0,0,0,0,0,pink,50,2,35,0.0,12974,3.965700632033297
4.7,100,1,4.0,10,4.0,3.0,2.0,1.0,0.0,0,0,0,0,blue,3,1,43,0.0,80093,4.006692220293909
4.0,10000,1,3.45,1412,504.0,299.0,211.0,129.0,269.0,0,0,0,0,white,46,1,45,1.0,21412,4.149262096020923
8.0,5000,1,3.57,309,111.0,64.0,63.0,33.0,38.0,0,0,0,0,white,50,2,41,1.0,5365,3.945945945945946
16.0,1000,1,3.5,222,81.0,44.0,42.0,14.0,41.0,0,0,0,0,black,50,4,43,0.0,3743,3.89714133048357
11.0,100,0,3.29,38,13.0,5.0,8.0,4.0,8.0,0,0,0,0,blue,50,3,80,1.0,168,3.732142857142857
5.77,10000,0,3.85,2892,1352.0,574.0,443.0,227.0,296.0,0,0,0,0,black,50,2,43,0.0,19735,3.975069673169496
8.0,10000,0,4.19,3679,2077.0,783.0,446.0,192.0,181.0,1,0,1,0,black,50,3,37,1.0,80713,4.187813611190267
14.0,100,0,4.5,113,82.0,17.0,7.0,3.0,4.0,1,0,1,0,gray,50,3,40,1.0,7627,4.04772518683624
6.0,100,0,3.25,12,2.0,2.0,6.0,1.0,1.0,0,0,0,0,black,50,2,40,1.0,99,3.646464646464647
13.0,100,1,4.0,4,3.0,0.0,0.0,0.0,1.0,0,0,0,0,yellow,29,3,42,0.0,45151,4.032956080706961
11.0,20000,0,4.22,2878,1646.0,632.0,324.0,126.0,150.0,1,0,1,0,white,50,3,43,0.0,36361,3.967520145210528
4.0,5000,0,3.39,783,268.0,129.0,155.0,102.0,129.0,0,0,0,0,pink,7,1,48,0.0,32168,3.884543645859239
5.77,1000,0,3.72,687,281.0,151.0,114.0,61.0,80.0,0,0,0,0,black,50,2,44,0.0,6570,4.220091324200913
9.0,20000,0,4.17,2440,1415.0,448.0,305.0,116.0,156.0,0,0,0,0,black,50,3,41,0.0,15106,4.007149477028995
11.0,10000,1,3.75,1586,716.0,284.0,260.0,118.0,208.0,0,0,0,0,black,50,2,42,0.0,120781,4.15239979798147
7.0,50,0,4.0,4,3.0,0.0,0.0,0.0,1.0,0,0,0,0,blue,50,2,139,0.0,34,4.352941176470588
9.0,1000,1,4.24,131,79.0,25.0,14.0,6.0,7.0,0,0,0,0,gray,7,3,51,0.0,4516,4.231842338352524
5.8100000000000005,1000,1,3.54,54,19.0,8.0,17.0,3.0,7.0,0,0,0,0,red,2,2,43,0.0,80093,4.006692220293909
11.0,100,0,3.66,56,20.0,14.0,10.0,7.0,5.0,0,0,0,0,red,50,3,54,1.0,4811,4.194554146747038
11.0,20000,0,3.69,2160,985.0,356.0,320.0,156.0,343.0,0,0,0,0,red,50,2,37,1.0,5281,4.023291043363
8.0,5000,1,3.53,876,355.0,168.0,112.0,70.0,171.0,0,0,0,0,blue,50,3,42,1.0,2510,3.903585657370518
11.0,10000,0,3.65,2422,1056.0,419.0,375.0,190.0,382.0,0,0,0,0,white,50,3,46,1.0,78616,4.310432990739798
6.0,5000,0,4.07,844,440.0,187.0,114.0,44.0,59.0,0,0,0,0,white,50,2,24,0.0,10474,3.908535421042582
5.0,5000,0,4.07,824,441.0,165.0,112.0,43.0,63.0,0,0,0,0,gray,50,1,41,1.0,32778,4.048355604368784
6.0,5000,1,3.92,609,306.0,112.0,88.0,41.0,62.0,0,0,0,0,purple,50,2,38,0.0,1411,3.923458540042523
8.0,5000,1,4.02,1061,536.0,212.0,180.0,63.0,70.0,0,0,0,0,black,50,2,43,1.0,42919,4.105967054218412
11.0,100,0,3.73,22,9.0,5.0,4.0,1.0,3.0,0,0,0,0,yellow,5,3,68,0.0,1746,4.024054982817869
5.65,10000,0,3.65,418,180.0,74.0,65.0,36.0,63.0,0,0,0,0,purple,50,1,43,0.0,23465,4.01760068186661
4.83,50,1,2.0,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,white,3,1,39,0.0,57,3.824561403508772
8.0,10000,0,4.04,1589,770.0,391.0,248.0,77.0,103.0,0,0,0,0,white,9,2,43,1.0,3665,4.194270122783084
3.0,100,1,4.29,58,36.0,13.0,3.0,2.0,4.0,1,0,1,0,black,5,1,34,1.0,1050,3.883809523809524
8.0,50,0,3.88,8,5.0,1.0,0.0,0.0,2.0,0,0,0,0,yellow,1,2,25,0.0,334,3.736526946107785
13.0,10000,0,3.74,1938,870.0,366.0,287.0,159.0,256.0,0,0,0,0,blue,50,3,18,0.0,5466,3.941090376875229
11.0,5000,0,4.1,1514,819.0,323.0,188.0,71.0,113.0,0,0,0,0,yellow,25,3,35,0.0,35751,4.022153226483176
7.0,10,0,3.5,4,1.0,1.0,1.0,1.0,0.0,0,0,0,0,pink,3,2,37,0.0,1531,3.760287393860222
5.0,5000,0,3.97,538,287.0,90.0,69.0,41.0,51.0,0,0,0,0,white,6,2,29,1.0,6876,3.775450843513671
6.0,1000,0,3.84,309,146.0,53.0,51.0,32.0,27.0,0,0,0,0,black,50,2,39,1.0,24564,3.928879661292949
13.0,100,1,4.0,4,3.0,0.0,0.0,0.0,1.0,0,0,0,0,yellow,29,3,42,1.0,45151,4.032956080706961
3.0,20000,1,4.12,2826,1573.0,546.0,374.0,147.0,186.0,0,0,0,0,purple,6,1,49,0.0,55670,4.1214837434884135
12.0,5000,0,4.16,663,385.0,119.0,84.0,28.0,47.0,0,0,0,0,white,50,3,43,0.0,18029,4.100615674746242
11.0,100,1,3.09,22,5.0,5.0,4.0,3.0,5.0,0,0,0,0,black,50,3,38,1.0,16487,3.967610844908109
8.0,10000,0,3.85,2519,1158.0,545.0,370.0,181.0,265.0,0,0,0,0,multicolor,50,2,43,0.0,23485,4.02469661486055
5.85,1000,1,3.16,602,186.0,104.0,97.0,52.0,163.0,0,0,0,0,blue,9,2,38,0.0,25631,3.8947368421052633
6.0,100,0,3.07,55,17.0,6.0,11.0,6.0,15.0,0,0,0,0,black,1,2,27,0.0,23161,3.930572945900436
9.0,1000,0,3.63,146,61.0,32.0,15.0,14.0,24.0,0,0,0,0,black,50,3,71,0.0,14442,4.143054978534829
8.0,1000,0,3.6,141,64.0,22.0,19.0,7.0,29.0,0,0,0,0,pink,50,3,24,0.0,3771,3.881463802704853
5.0,100,0,5.0,2,2.0,0.0,0.0,0.0,0.0,0,0,0,0,black,13,2,41,0.0,5316,4.224604966139955
8.0,50,0,3.71,7,4.0,0.0,1.0,1.0,1.0,0,0,0,0,gray,5,2,23,0.0,211,3.5450236966824646
9.0,20000,1,3.94,4304,2089.0,901.0,650.0,287.0,377.0,0,0,0,0,white,50,3,41,1.0,18877,4.079885575038406
8.0,10000,1,3.32,1061,351.0,192.0,184.0,110.0,224.0,0,0,0,0,purple,30,3,28,0.0,88193,4.080890773644167
4.8100000000000005,100,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,yellow,5,1,47,1.0,6,4.333333333333333
14.0,100,1,3.44,71,20.0,17.0,19.0,4.0,11.0,0,0,0,0,orange,50,4,31,0.0,151,3.76158940397351
8.0,50,0,3.88,8,5.0,1.0,0.0,0.0,2.0,0,0,0,0,yellow,1,2,25,0.0,334,3.736526946107785
8.0,100,0,5.0,13,13.0,0.0,0.0,0.0,0.0,0,0,0,0,yellow,50,2,33,1.0,138,3.659420289855072
7.0,100,1,3.57,23,10.0,2.0,5.0,3.0,3.0,0,0,0,0,green,30,2,43,0.0,7602,3.8566166798211
3.0,100,0,3.67,12,4.0,3.0,3.0,1.0,1.0,0,0,0,0,white,2,1,40,1.0,38100,4.291469816272966
8.0,1000,0,3.63,187,80.0,33.0,31.0,11.0,32.0,0,0,0,0,white,50,3,38,1.0,1761,4.089721749006246
8.0,100,0,3.5,6,3.0,0.0,1.0,1.0,1.0,0,0,0,0,yellow,5,2,20,1.0,117,3.786324786324786
12.0,5000,0,3.34,887,305.0,161.0,140.0,97.0,184.0,0,0,0,0,blue,50,3,14,0.0,1021,3.681684622918707
11.0,100,1,2.71,24,6.0,2.0,5.0,1.0,10.0,2,1,0,1,black,1,2,43,0.0,746,4.018766756032171
8.0,100,1,3.0,11,3.0,1.0,3.0,1.0,3.0,0,0,0,0,white,50,2,35,0.0,5768,4.484396671289876
8.0,100,0,4.39,111,77.0,14.0,10.0,6.0,4.0,1,0,1,0,multicolor,50,3,38,0.0,1290,4.212403100775194
6.0,1000,0,3.53,325,130.0,61.0,48.0,24.0,62.0,0,0,0,0,blue,50,2,41,0.0,383,3.793733681462141
11.0,100,0,4.25,12,8.0,2.0,0.0,1.0,1.0,0,0,0,0,multicolor,50,2,70,0.0,874,4.054919908466819
8.0,100,1,3.86,28,14.0,4.0,5.0,2.0,3.0,0,0,0,0,red,2,3,28,1.0,889,4.390326209223847
8.0,1000,0,3.58,605,210.0,144.0,117.0,56.0,78.0,0,0,0,0,white,24,2,36,0.0,21226,4.014180721756337
9.0,10000,1,3.74,2148,822.0,539.0,410.0,169.0,208.0,0,0,0,0,white,50,3,44,0.0,246312,4.203725356458476
14.0,10,0,5.0,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,pink,5,3,41,0.0,9217,4.173049799283932
13.0,5000,1,3.88,1224,569.0,278.0,175.0,67.0,135.0,0,0,0,0,red,34,3,19,0.0,56745,3.981073222310336
4.84,100,1,4.09,57,30.0,12.0,10.0,0.0,5.0,0,0,0,0,white,2,1,43,0.0,16099,3.9514876700416175
5.0,1000,0,4.11,94,54.0,16.0,13.0,2.0,9.0,0,0,0,0,purple,50,2,43,0.0,10436,4.044844768110387
14.0,5000,1,3.43,647,227.0,134.0,98.0,64.0,124.0,0,0,0,0,red,9,3,40,0.0,5985,4.231746031746032
3.0,100,1,3.57,28,12.0,6.0,2.0,2.0,6.0,1,0,0,1,gray,1,1,27,0.0,1500,3.952
7.0,10000,0,3.35,1786,660.0,264.0,301.0,162.0,399.0,0,0,0,0,pink,4,2,47,0.0,3566,3.7324733595064497
5.0,50000,0,3.93,7088,3367.0,1510.0,1148.0,469.0,594.0,0,0,0,0,blue,50,1,29,0.0,11481,4.095287866910548
9.0,100,0,4.07,27,14.0,8.0,1.0,1.0,3.0,0,0,0,0,yellow,50,3,22,0.0,34975,4.336583273766976
9.0,1000,1,4.22,237,138.0,50.0,26.0,9.0,14.0,0,0,0,0,black,50,3,138,0.0,96838,4.264658501827795
8.0,1000,0,4.13,127,70.0,30.0,10.0,7.0,10.0,0,0,0,0,orange,50,3,15,1.0,173,4.30635838150289
11.0,2,0,2.0,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,yellow,50,3,19,0.0,21307,3.999061341343221
19.0,5000,0,3.77,1163,559.0,212.0,135.0,77.0,180.0,1,1,0,0,blue,2,5,27,1.0,15173,3.959994727476438
8.0,10000,0,3.65,2324,1009.0,401.0,358.0,212.0,344.0,0,0,0,0,yellow,50,3,39,0.0,30292,4.227584840882081
7.0,10000,0,3.91,1797,885.0,366.0,230.0,139.0,177.0,0,0,0,0,red,50,2,32,0.0,9938,4.124874220165023
9.0,100,1,3.18,72,17.0,19.0,12.0,8.0,16.0,0,0,0,0,red,10,3,26,1.0,288,3.7291666666666665
12.0,5000,0,3.11,434,146.0,58.0,59.0,38.0,133.0,0,0,0,0,pink,3,3,29,0.0,6876,3.775450843513671
8.0,100,0,3.9,21,9.0,7.0,2.0,0.0,3.0,0,0,0,0,purple,50,3,21,1.0,6126,4.3183153770812925
7.0,1000,0,3.19,245,77.0,44.0,39.0,19.0,66.0,0,0,0,0,green,50,2,43,0.0,9341,4.012953645219998
8.0,1000,1,3.93,426,216.0,77.0,60.0,34.0,39.0,0,0,0,0,black,50,2,41,0.0,5807,3.984157051833993
8.0,10,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,gray,50,3,10,0.0,27175,3.966034958601656
11.0,20000,0,4.32,3648,2418.0,548.0,327.0,126.0,229.0,1,0,1,0,black,1,2,39,0.0,4448,4.29226618705036
11.0,1,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,green,10,2,33,0.0,1380,4.007246376811594
3.7,100,1,3.18,11,4.0,1.0,1.0,3.0,2.0,0,0,0,0,pink,9,1,38,0.0,359,3.4094707520891365
14.0,5000,1,3.75,1892,780.0,431.0,317.0,147.0,217.0,0,0,0,0,black,48,3,37,0.0,16447,4.030461482337205
11.0,5000,1,4.26,1273,735.0,295.0,134.0,55.0,54.0,1,0,1,0,multicolor,50,2,38,1.0,67171,4.1023209420732165
18.0,1000,1,3.63,477,181.0,112.0,75.0,43.0,66.0,1,0,0,1,yellow,50,5,27,1.0,2116,4.146030245746692
12.0,20000,1,4.29,4266,2611.0,850.0,449.0,145.0,211.0,1,0,1,0,black,50,3,38,0.0,165915,4.256076906849893
14.0,1000,1,4.05,167,93.0,32.0,18.0,5.0,19.0,0,0,0,0,leopard,50,3,43,0.0,22711,3.8720443837787855
8.0,50,0,4.33,3,1.0,2.0,0.0,0.0,0.0,0,0,0,0,black,50,3,41,0.0,4773,4.002933165723864
1.77,10000,1,4.03,510,267.0,103.0,67.0,35.0,38.0,0,0,0,0,white,50,1,45,0.0,783,4.237547892720307
3.73,5000,0,4.14,856,475.0,171.0,112.0,49.0,49.0,0,0,0,0,gray,50,1,44,0.0,2293,4.145660706498037
8.0,100,0,3.92,12,7.0,1.0,2.0,0.0,2.0,0,0,0,0,black,47,2,43,1.0,65189,4.049640276733805
18.0,5000,1,4.09,1903,994.0,449.0,234.0,85.0,141.0,0,0,0,0,blue,50,5,42,0.0,15855,4.052917060864081
4.0,100,1,4.07,46,23.0,12.0,6.0,1.0,4.0,0,0,0,0,yellow,50,1,48,0.0,32168,3.884543645859239
5.68,10000,0,3.89,1232,588.0,250.0,188.0,81.0,125.0,0,0,0,0,blue,50,1,41,0.0,7544,4.05448038176034
14.0,5000,1,4.06,643,365.0,109.0,73.0,33.0,63.0,0,0,0,0,blue,2,3,43,1.0,80093,4.006692220293909
1.75,50,1,3.0,2,0.0,1.0,0.0,1.0,0.0,0,0,0,0,black,1,1,35,0.0,2782,4.06901509705248
14.0,100,1,4.13,60,35.0,10.0,7.0,4.0,4.0,0,0,0,0,white,2,3,43,0.0,849,3.7078916372202593
8.0,1000,1,2.75,127,29.0,17.0,19.0,17.0,45.0,0,0,0,0,red,5,3,25,0.0,9470,3.9568109820485744
6.0,10000,0,4.04,2211,1123.0,468.0,354.0,117.0,149.0,0,0,0,0,pink,50,2,41,0.0,55089,4.032946686271306
5.89,5000,0,3.25,392,127.0,65.0,69.0,40.0,91.0,0,0,0,0,red,2,2,24,0.0,4295,3.849592549476135
5.0,1000,1,3.77,435,191.0,87.0,69.0,41.0,47.0,0,0,0,0,white,50,1,39,0.0,3883,4.288179242853464
2.71,20000,0,4.03,7022,3502.0,1523.0,1145.0,416.0,436.0,0,0,0,0,gray,50,1,38,1.0,151249,4.04915734980066
11.0,100,0,5.0,3,3.0,0.0,0.0,0.0,0.0,0,0,0,0,blue,3,2,42,0.0,299,4.247491638795987
16.0,100,0,4.1,10,6.0,1.0,2.0,0.0,1.0,0,0,0,0,blue,50,4,44,0.0,16803,4.155031839552461
7.0,5000,0,4.01,542,283.0,111.0,69.0,29.0,50.0,0,0,0,0,white,50,2,37,0.0,8242,4.216694976947343
4.0,50,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,blue,20,1,44,1.0,254,3.515748031496063
6.0,100,1,3.13,8,3.0,1.0,1.0,0.0,3.0,0,0,0,0,pink,50,2,41,0.0,18877,4.079885575038406
8.0,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,white,50,3,48,1.0,8,3.625
4.0,100,1,4.24,41,25.0,6.0,7.0,1.0,2.0,1,0,1,0,red,50,1,50,0.0,3053,3.8584998362266623
11.0,10000,0,3.92,2841,1352.0,636.0,397.0,185.0,271.0,0,0,0,0,blue,16,3,41,1.0,12371,3.871635276048824
12.0,5000,0,3.47,371,137.0,64.0,69.0,40.0,61.0,0,0,0,0,white,50,3,41,0.0,3592,4.062360801781737
11.0,1000,0,2.99,228,59.0,38.0,36.0,32.0,63.0,0,0,0,0,red,50,2,17,0.0,5264,4.032864741641338
1.91,10000,0,4.05,697,385.0,125.0,81.0,48.0,58.0,0,0,0,0,blue,2,1,22,0.0,2399,4.105460608586911
5.7,50000,0,3.45,8164,2936.0,1396.0,1547.0,970.0,1315.0,0,0,0,0,black,50,1,45,0.0,96276,4.096233744650796
8.0,5000,0,4.47,907,601.0,187.0,84.0,16.0,19.0,1,0,1,0,black,50,2,40,0.0,1963,4.397350993377484
9.0,1000,0,3.58,81,29.0,20.0,13.0,7.0,12.0,0,0,0,0,purple,50,3,43,0.0,13814,3.8568843202548138
5.72,100,0,2.5,4,1.0,0.0,0.0,2.0,1.0,0,0,0,0,gray,5,1,33,0.0,1373,3.899490167516388
2.0,100,0,3.2,10,3.0,1.0,3.0,1.0,2.0,0,0,0,0,white,1,1,41,1.0,8225,3.99063829787234
9.0,1000,0,4.16,129,81.0,19.0,12.0,3.0,14.0,0,0,0,0,purple,50,3,43,0.0,16527,3.9401585284685674
15.0,10,0,4.0,4,2.0,1.0,0.0,1.0,0.0,0,0,0,0,white,50,4,42,0.0,331,4.021148036253776
20.0,50,0,4.17,12,7.0,2.0,2.0,0.0,1.0,0,0,0,0,red,50,6,36,0.0,26,3.923076923076923
6.0,1000,1,3.67,304,126.0,66.0,44.0,23.0,45.0,0,0,0,0,white,50,2,42,0.0,3300,4.024242424242424
3.0,1000,1,3.08,109,26.0,25.0,17.0,14.0,27.0,0,0,0,0,black,1,1,38,0.0,7936,3.964591733870968
9.0,10000,0,4.15,2587,1511.0,479.0,275.0,115.0,207.0,0,0,0,0,red,50,3,31,1.0,5808,4.306990358126722
8.0,10000,1,3.98,1612,777.0,367.0,241.0,112.0,115.0,0,0,0,0,black,50,3,42,0.0,35262,3.939481594918042
12.0,100,1,2.82,28,7.0,3.0,6.0,2.0,10.0,0,0,0,0,floral,1,3,38,0.0,29,3.034482758620689
11.0,100,1,3.8,5,2.0,2.0,0.0,0.0,1.0,0,0,0,0,blue,10,2,41,1.0,23832,4.020434709634105
9.0,100,1,3.3,10,2.0,2.0,4.0,1.0,1.0,0,0,0,0,white,50,3,43,0.0,16099,3.9514876700416175
7.0,1000,0,4.33,144,91.0,28.0,15.0,2.0,8.0,1,0,1,0,white,50,2,34,0.0,10963,4.323907689501049
5.92,100,1,3.71,17,7.0,3.0,4.0,1.0,2.0,0,0,0,0,blue,18,1,43,0.0,5106,4.2128867998433215
8.0,1000,0,4.34,794,500.0,152.0,86.0,26.0,30.0,1,0,1,0,blue,50,2,9,0.0,3403,4.337349397590361
11.0,100,1,3.54,28,7.0,11.0,4.0,2.0,4.0,0,0,0,0,black,50,3,46,1.0,1926,4.071651090342679
8.0,10000,1,3.62,2069,884.0,343.0,331.0,184.0,327.0,0,0,0,0,black,50,3,38,1.0,12006,3.901216058637348
15.0,50000,1,3.94,6735,3278.0,1411.0,998.0,431.0,617.0,0,0,0,0,white,2,4,38,0.0,165915,4.256076906849893
8.0,20000,1,3.59,2189,917.0,374.0,331.0,223.0,344.0,0,0,0,0,beige,38,2,23,0.0,12309,4.045170200666179
1.68,1000,1,3.95,238,129.0,42.0,27.0,7.0,33.0,0,0,0,0,red,1,1,23,0.0,12309,4.045170200666179
24.0,1000,1,4.21,762,461.0,150.0,64.0,24.0,63.0,0,0,0,0,beige,50,6,26,0.0,4084,4.308276199804114
5.65,100,0,3.67,33,14.0,7.0,4.0,3.0,5.0,0,0,0,0,blue,50,1,32,0.0,3028,4.299207397622193
13.0,100,0,4.35,26,18.0,4.0,1.0,1.0,2.0,1,0,1,0,multicolor,50,3,139,1.0,21,4.047619047619048
16.0,100,0,4.07,76,38.0,21.0,5.0,8.0,4.0,0,0,0,0,white,50,5,40,0.0,15551,4.2336827213684005
5.83,100,0,4.36,22,13.0,5.0,3.0,1.0,0.0,0,0,0,0,yellow,3,1,24,0.0,17471,3.952836128441417
7.0,5000,0,3.32,579,190.0,108.0,94.0,70.0,117.0,0,0,0,0,black,50,2,31,0.0,4213,4.0583906954664135
8.0,5000,1,3.98,921,447.0,203.0,145.0,62.0,64.0,0,0,0,0,black,1,3,43,0.0,41906,4.216412924163604
14.0,5000,1,4.06,643,365.0,109.0,73.0,33.0,63.0,0,0,0,0,blue,2,3,43,0.0,80093,4.006692220293909
5.65,5000,0,4.23,1002,590.0,195.0,124.0,41.0,52.0,0,0,0,0,red,50,2,20,1.0,5534,4.088904951210697
1.8,1000,1,3.68,76,35.0,10.0,13.0,8.0,10.0,0,0,0,0,green,4,1,20,0.0,4230,4.041371158392435
7.0,100,1,3.0,22,5.0,3.0,7.0,1.0,6.0,0,0,0,0,black,50,2,41,1.0,3060,3.9349673202614377
1.75,50,1,3.0,2,0.0,1.0,0.0,1.0,0.0,0,0,0,0,black,1,1,35,1.0,2782,4.06901509705248
9.0,1000,0,4.06,252,136.0,52.0,31.0,10.0,23.0,0,0,0,0,black,50,3,42,0.0,5934,3.849511290866195
